x, y
4.02309468822171,0.082022471910112
3.93995381062356,0.082022471910112
3.86143187066975,0.083707865168539
3.75519630484988,0.087078651685393
3.64896073903002,0.087921348314607
3.51501154734411,0.092977528089888
3.39491916859122,0.094662921348315
3.15011547344111,0.103089887640449
2.96535796766744,0.108988764044944
3.30254041570439,0.097191011235955
3.05773672055427,0.103089887640449
2.80369515011547,0.112359550561798
2.66974595842956,0.115730337078652
2.48036951501155,0.118258426966292
2.29099307159353,0.118258426966292
2.13394919168591,0.120786516853933
1.98152424942263,0.120786516853933
1.84757505773672,0.120786516853933
1.70900692840647,0.118258426966292
1.58891454965358,0.115730337078652
1.51501154734411,0.107303370786517
1.46882217090069,0.114887640449438
1.36720554272517,0.10561797752809
1.22401847575058,0.096348314606742
1.06235565819861,0.082865168539326
1.15473441108545,0.091292134831461
1.05773672055427,0.072752808988764
1.03926096997691,0.058426966292135
1.00230946882217,0.044101123595506
0.988452655889145,0.028932584269663
0.956120092378753,0.012921348314607
0.946882217090069,0.004494382022472
0.868360277136259,0.001123595505618
0.729792147806005,-0.004775280898876
0.591224018475751,-0.00561797752809
0.434180138568129,-0.003089887640449
0.249422632794457,-0.006460674157303
