x, y
0.10161662817552,0.006179775280899
0.147806004618938,0.002808988764045
0.217090069284065,-0.004775280898876
0.212471131639723,-0.025
0.300230946882217,-0.014044943820225
0.392609699769053,-0.023314606741573
0.452655889145497,-0.028370786516854
0.494226327944573,-0.009831460674157
0.577367205542725,-0.008988764044944
0.688221709006928,-0.014044943820225
0.817551963048499,-0.006460674157303
0.896073903002309,-0.011516853932584
0.933025404157044,-0.015730337078652
0.960739030023095,0.006179775280899
0.97459584295612,0.027247191011236
0.988452655889145,0.064325842696629
0.969976905311778,0.10561797752809
1.0161662817552,0.176404494382023
1.0161662817552,0.23623595505618
1.02078521939954,0.262359550561798
1.09006928406467,0.295224719101124
1.1270207852194,0.331460674157303
1.17321016166282,0.367696629213483
1.22401847575058,0.387078651685393
1.3256351039261,0.374438202247191
1.46420323325635,0.366011235955056
1.635103926097,0.359269662921348
1.86605080831409,0.353370786516854
1.74133949191686,0.360112359550562
2.01385681293303,0.35
2.13856812933025,0.343258426966292
2.28637413394919,0.333988764044944
2.44803695150115,0.32808988764045
2.54041570438799,0.32808988764045
2.62355658198614,0.328932584269663
2.72055427251732,0.319662921348315
2.82678983833718,0.308707865168539
2.96997690531178,0.303651685393258
3.0715935334873,0.296067415730337
3.19630484988453,0.29438202247191
3.25635103926097,0.289325842696629
3.32101616628175,0.286797752808989
3.4364896073903,0.282584269662921
3.56581986143187,0.281741573033708
3.65357967667436,0.273314606741573
3.75981524249423,0.268258426966292
3.8891454965358,0.266573033707865
